appid,name,developer,publisher,positive_reviews,negative_reviews,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,ccu,languages,genres,tags
247430,Hitman: Contracts,Io-Interactive A/S,Io-Interactive A/S,1666,260,"10,000,000 - 20,000,000",287,0,520,0,9.99,17,"English, French, Italian, German, Spanish - Spain",Action,"Stealth, Action, Assassin, Singleplayer, Third Person, Great Soundtrack, Atmospheric, Classic, Dark, Difficult, Shooter, Puzzle, First-Person, Crime, Third-Person Shooter, Sandbox, Open World, Horror, Gore, Multiplayer"
247730,Nether: Resurrected,"Nether Productions, LLC","Nether Productions, LLC",7162,10216,"10,000,000 - 20,000,000",287,0,240,0,9.99,2,"English, Russian","Action, Indie, Massively Multiplayer, RPG, Simulation","Survival, Open World, Action, Multiplayer, Massively Multiplayer, Post-apocalyptic, Horror, FPS, Zombies, RPG, PvP, Survival Horror, First-Person, Indie, Simulation, Co-op, Adventure, Walking Simulator, Crafting, PvE"
248390,Craft The World,Dekovir Entertainment,Black Maple Games,10757,1453,"10,000,000 - 20,000,000",1618,3,946,3,9.99,365,"English, Russian, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese, Polish","Indie, RPG, Simulation, Strategy","Sandbox, Crafting, Colony Sim, Building, Survival, Strategy, Indie, Simulation, 2D, Multiplayer, RPG, Open World, City Builder, Singleplayer, Resource Management, Fantasy, Adventure, God Game, Tower Defense, Side Scroller"
248550,Megabyte Punch,Team Reptile,Team Reptile,930,115,"10,000,000 - 20,000,000",53,0,30,0,9.99,1,English,"Action, Adventure, Indie","Adventure, Local Multiplayer, Platformer, Robots, Beat 'em up, Action, Character Customization, Local Co-Op, Fighting, Split Screen, Co-op, 2.5D, 4 Player Local, Competitive, Metroidvania, 2D Fighter, 2D Platformer, Combat, Side Scroller, Singleplayer"
248570,Toribash,Nabi Studios,"Nicalis, Inc.",13309,1692,"10,000,000 - 20,000,000",647,166,41,166,9.99,129,"English, French, Portuguese, Russian, Spanish - Spain","Action, Free to Play, Indie, Strategy","Free to Play, 3D Fighter, Fighting, Multiplayer, Physics, Gore, Action, Strategy, Turn-Based, Martial Arts, Funny, Indie, Blood, Simulation, Moddable, Difficult, Sandbox, Parkour, Singleplayer, Turn-Based Strategy"
248610,Door Kickers,KillHouse Games,KillHouse Games,8394,472,"10,000,000 - 20,000,000",538,517,296,517,9.99,67,"English, Spanish - Spain, Polish, Russian, French, German, Japanese, Simplified Chinese","Action, Indie, Simulation, Strategy","Tactical, Strategy, Top-Down, Simulation, Action, Indie, Singleplayer, 2D, Real-Time with Pause, Replay Value, RTS, Real Time Tactics, Co-op, Top-Down Shooter, Shooter, Moddable, Puzzle, Level Editor, Difficult, Multiplayer"
248820,Risk of Rain,Hopoo Games,Chucklefish,26097,1748,"10,000,000 - 20,000,000",1114,0,351,0,9.99,73,English,"Action, Indie, RPG","Action Roguelike, Rogue-like, Indie, Platformer, Action, Pixel Graphics, Great Soundtrack, Online Co-Op, Difficult, Perma Death, Co-op, 2D, Local Co-Op, Rogue-lite, Multiplayer, RPG, Singleplayer, Addictive, Replay Value, Survival"
248860,NEO Scavenger,Blue Bottle Games,Blue Bottle Games,4065,436,"10,000,000 - 20,000,000",984,0,764,0,9.99,42,English,"Indie, RPG, Strategy","Survival, Post-apocalyptic, Rogue-like, RPG, Turn-Based, Crafting, Perma Death, Indie, Procedural Generation, Strategy, Difficult, Inventory Management, Sandbox, Open World, Realistic, Singleplayer, Grid-Based Movement, Hex Grid, Turn-Based Strategy, Adventure"
249050,Dungeon of the ENDLESS,AMPLITUDE Studios,SEGA,9699,1326,"10,000,000 - 20,000,000",578,593,263,593,9.99,83,"English, French, German","Adventure, Indie, RPG, Strategy","Rogue-like, Strategy, Tower Defense, Indie, Pixel Graphics, RPG, Sci-fi, Dungeon Crawler, Adventure, Perma Death, Procedural Generation, Resource Management, Difficult, Rogue-lite, Co-op, Survival, Replay Value, Great Soundtrack, Singleplayer, 2D"
249130,LEGO Marvel Super Heroes,Traveller's Tales,Warner Bros. Interactive Entertainment,14356,879,"10,000,000 - 20,000,000",1084,0,794,0,9.99,274,"English, French, Italian, German, Spanish - Spain, Dutch, Portuguese - Brazil, Danish, Polish, Russian","Action, Adventure","LEGO, Open World, Superhero, Adventure, Local Co-Op, Action, Family Friendly, Comedy, Funny, Co-op, Singleplayer, Comic Book, Multiplayer, Third Person, Split Screen, Local Multiplayer, Casual, Puzzle, Sandbox, Platformer"
249230,Risen 3 - Titan Lords,Piranha Bytes,THQ Nordic,3742,1340,"10,000,000 - 20,000,000",2061,0,865,0,9.99,131,"English, French, Italian, German, Spanish - Spain, Polish, Russian",RPG,"RPG, Open World, Gothic, Adventure, Atmospheric, Singleplayer, Fantasy, Third Person, Dark Fantasy, Action RPG, Pirates, Action, Story Rich, Magic, Classic, Exploration, Nudity, Sandbox, Old School, Medieval"
249650,Blackguards,Daedalic Entertainment,Daedalic Entertainment,2058,1265,"10,000,000 - 20,000,000",1516,0,2714,0,9.99,22,"English, German, French, Spanish - Spain, Portuguese - Brazil, Russian, Italian, Japanese, Korean, Czech, Turkish, Polish, Simplified Chinese","Indie, RPG, Strategy","RPG, Turn-Based, Strategy, Tactical, Fantasy, Indie, Singleplayer, Turn-Based Strategy, Tactical RPG, Isometric, Hex Grid, Character Customization, Turn-Based Tactics, Dark Fantasy, Adventure, Story Rich, Difficult, CRPG, Action, Turn-Based Combat"
249990,FORCED: Slightly Better Edition,BetaDwarf,BetaDwarf,1975,684,"10,000,000 - 20,000,000",287,0,143,0,9.99,3,"English, German, Spanish - Spain, Portuguese, Russian, Swedish, Italian, Danish, French, Polish","Action, Adventure, Indie, RPG","Action, Local Co-Op, RPG, Co-op, Indie, Online Co-Op, 4 Player Local, Difficult, Multiplayer, Hack and Slash, Puzzle, Fantasy, Local Multiplayer, PvE, Top-Down, Controller, Adventure, Kickstarter, Action RPG, Action-Adventure"
250180,METAL SLUG 3,"SNK CORPORATION, Dotemu",SNK CORPORATION,6351,731,"10,000,000 - 20,000,000",182,0,93,0,9.99,29,"English, French, Japanese, Italian, Spanish - Spain, Korean, Simplified Chinese",Action,"Arcade, Classic, Action, Co-op, Side Scroller, Retro, Local Co-Op, Shooter, 2D, Online Co-Op, Great Soundtrack, Platformer, Shoot 'Em Up, Multiplayer, Pixel Graphics, Old School, Difficult, Singleplayer, Comedy, Local Multiplayer"
250320,The Wolf Among Us,Telltale,Telltale,26288,621,"10,000,000 - 20,000,000",601,0,551,0,9.99,85,English,"Action, Adventure, Casual","Adventure, Detective, Story Rich, Episodic, Point & Click, Noir, Mature, Choose Your Own Adventure, Comic Book, Singleplayer, Atmospheric, Mystery, Cinematic, Dark, Well-Written, Fantasy, Quick-Time Events, Great Soundtrack, Nudity, Choices Matter"
250340,Blockland,"Eric Hartman, Ben Garney, Anthony Rotondo",Step 1 Games LLC,4020,1495,"10,000,000 - 20,000,000",1547,0,1194,0,9.99,17,English,"Action, Indie, Simulation","Sandbox, Building, Multiplayer, LEGO, Open World, Action, Indie, Moddable, First-Person, Funny, Adventure, Co-op, FPS, Third Person, Singleplayer, Shooter, Racing, Zombies, RPG, Horror"
250400,How to Survive,Eko Software,505 Games,13738,2893,"10,000,000 - 20,000,000",355,0,175,0,9.99,12,"English, French, Italian, German, Spanish - Spain, Japanese, Russian","Action, Adventure, RPG","Survival, Zombies, Crafting, Open World Survival Craft, Action, Co-op, Multiplayer, RPG, Local Co-Op, Online Co-Op, Adventure, Survival Horror, Open World, Hack and Slash, Post-apocalyptic, Singleplayer, Third Person, Gore, Comedy, Indie"
250420,8BitMMO,Archive Entertainment,Archive Entertainment,2669,1810,"10,000,000 - 20,000,000",37,0,17,0,9.99,2,"English, German, Japanese, Spanish - Spain","Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG","Free to Play, Building, Sandbox, Massively Multiplayer, Pixel Graphics, RPG, Adventure, 2D, Multiplayer, Action, Open World, MMORPG, Retro, PvP, Indie, Online Co-Op, Funny, Survival, Co-op, Isometric"
250600,The Plan,Krillbite Studio,Krillbite Studio,20139,1695,"10,000,000 - 20,000,000",144,0,6,0,9.99,8,English,"Casual, Free to Play, Indie","Free to Play, Indie, Atmospheric, Short, Casual, Singleplayer, Simulation, Beautiful, Great Soundtrack, Exploration, Music, Adventure, Emotional, Experimental, Flight, Relaxing, 2D, Nature, Walking Simulator, Funny"
250760,Shovel Knight: Treasure Trove,Yacht Club Games,Yacht Club Games,13229,485,"10,000,000 - 20,000,000",768,0,484,0,9.99,92,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Japanese, Korean, Simplified Chinese, Traditional Chinese","Action, Adventure, Indie","Platformer, Pixel Graphics, Retro, Great Soundtrack, Indie, 2D, Adventure, Action, Singleplayer, Difficult, Side Scroller, Kickstarter, Fantasy, Old School, Medieval, Funny, Comedy, Arcade, Metroidvania, RPG"
250820,SteamVR,Valve,Boss Baddie,21419,2356,"10,000,000 - 20,000,000",20023,1398,4623,668,9.99,0,"English, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",,"VR, Software, Free to Play, Simulation, Psychological Horror, First-Person, Beautiful, Atmospheric, Hentai, Anime, Sexual Content, Horror, Family Friendly, Nudity, Funny, LGBTQ+, NSFW, Action, Memes, Gore"
250900,The Binding of Isaac: Rebirth,"Nicalis, Inc., Edmund McMillen","Nicalis, Inc.",176810,3977,"10,000,000 - 20,000,000",7697,760,2710,266,9.99,15899,English,Action,"Action Roguelike, Rogue-like, Indie, Replay Value, Difficult, Pixel Graphics, Dungeon Crawler, Great Soundtrack, Singleplayer, Dark, 2D, Remake, Local Co-Op, Gore, Procedural Generation, Rogue-lite, Atmospheric, Action, Co-op, Horror"
251060,Wargame: Red Dragon,Eugen Systems,Eugen Systems,13364,1599,"10,000,000 - 20,000,000",853,156,541,156,9.99,1066,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Japanese, Korean, Ukrainian, Traditional Chinese","Indie, Simulation, Strategy","Strategy, RTS, Military, Realistic, Wargame, Cold War, Multiplayer, Tactical, Real Time Tactics, War, Simulation, Naval, Alternate History, Singleplayer, Action, Real-Time, Co-op, Difficult, Epic, Adventure"
251570,7 Days to Die,The Fun Pimps,The Fun Pimps Entertainment LLC,171361,23732,"10,000,000 - 20,000,000",5790,838,1168,550,9.99,38094,"English, French, German, Spanish - Spain, Italian, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish","Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access","Early Access, Survival, Zombies, Voxel, Open World, Open World Survival Craft, Post-apocalyptic, Multiplayer, Base-Building, Exploration, Simulation, Online Co-Op, Sandbox, Strategy, Building, Character Customization, Procedural Generation, FPS, Tower Defense, Action"
251950,WWII Online,Cornered Rat Software,"Playnet, Inc.",1459,1692,"10,000,000 - 20,000,000",44,0,44,0,9.99,14,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Russian, Spanish - Latin America","Action, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access","Early Access, World War II, Free to Play, Massively Multiplayer, Action, FPS, Simulation, Multiplayer, Strategy, Open World, Shooter, War, Realistic, Indie, First-Person, Military, Co-op, Tactical, Historical, Wargame"
252130,Divide By Sheep,"Victor Solodilov, Denis Novikov",tinyBuild,2212,215,"10,000,000 - 20,000,000",99,0,24,0,9.99,4,English,"Adventure, Casual, Indie","Puzzle, Casual, Indie, Cute, Adventure, Dark Humor, Shooter, Funny, Relaxing, Singleplayer, Gore, Strategy, Difficult, 2D, Isometric, Touch-Friendly, Great Soundtrack"
252150,Grimm,Spicyhorse Games,Spicyhorse Games,30416,869,"10,000,000 - 20,000,000",1090,0,260,0,9.99,267,English,"Casual, Indie","Indie, Free to Play, Villain Protagonist, Funny, Casual, Fantasy, Comedy, Adventure, Episodic, Singleplayer, Action, Third Person, Trading Card Game, 3D Platformer, Cute, Horror, Puzzle, Platformer, Dark Humor, Dark Fantasy"
252330,Slender: The Arrival,Blue Isle Studios,Blue Isle Publishing,5897,789,"10,000,000 - 20,000,000",127,0,119,0,9.99,19,English,"Action, Adventure, Indie","Horror, Survival Horror, First-Person, Multiplayer, Indie, Dark, Psychological Horror, Singleplayer, Walking Simulator, Atmospheric, Adventure, Survival, Action, Difficult, Open World, Female Protagonist, Exploration, Co-op, VR, Short"
252410,SteamWorld Dig,Image &amp; Form Games,Image &amp; Form Games,5249,363,"10,000,000 - 20,000,000",233,0,277,0,9.99,44,"English, French, Italian, German, Spanish - Spain, Russian, Hungarian, Polish, Portuguese - Brazil","Action, Adventure, Indie","Platformer, Mining, Steampunk, Indie, Adventure, Metroidvania, Western, Action, Robots, 2D, Singleplayer, Exploration, Short, Casual, Sci-fi, Side Scroller, Great Soundtrack, Sandbox, Controller, RPG"
252490,Rust,Facepunch Studios,Facepunch Studios,623733,93684,"10,000,000 - 20,000,000",19144,1383,3354,827,9.99,79784,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Ukrainian, Polish, Portuguese, Turkish, Arabic, Czech, Danish, Dutch, Finnish, Greek, Norwegian, Portuguese - Brazil, Spanish - Latin America, Swedish, Traditional Chinese, Vietnamese","Action, Adventure, Indie, Massively Multiplayer, RPG","Survival, Crafting, Multiplayer, Open World, Open World Survival Craft, Building, Sandbox, PvP, Adventure, First-Person, Action, FPS, Nudity, Co-op, Shooter, Online Co-Op, Indie, Early Access, Post-apocalyptic, Simulation"
252530,OMSI 2: Steam Edition,MR-Software GbR,Aerosoft GmbH,6677,1301,"10,000,000 - 20,000,000",2957,57,4142,57,9.99,1187,"English, German, French","Casual, Simulation","Automobile Sim, Simulation, Driving, Realistic, Singleplayer, Moddable, Multiplayer, Casual, TrackIR, First-Person, Open World, Relaxing, Adventure, Replay Value, Family Friendly, Atmospheric, Physics, Cult Classic, Management, Action"
252850,Streamline,Proletariat Inc.,Proletariat Inc.,1459,591,"10,000,000 - 20,000,000",363,0,208,0,9.99,0,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian","Action, Indie, Sports, Early Access","Early Access, Action, Indie, Sports, Parkour, Multiplayer"
252950,Rocket League,Psyonix LLC,Psyonix LLC,483292,60143,"10,000,000 - 20,000,000",14568,444,2336,194,9.99,46728,"English, French, Italian, German, Spanish - Spain, Dutch, Portuguese, Japanese, Korean, Russian, Turkish, Polish","Action, Indie, Racing, Sports","Multiplayer, Soccer, Competitive, Sports, Racing, Team-Based, Online Co-Op, Football, Fast-Paced, Co-op, Action, Funny, Great Soundtrack, Local Multiplayer, Split Screen, Local Co-Op, Singleplayer, 4 Player Local, Casual, Indie"
253030,Race The Sun,Flippfly LLC,Flippfly LLC,5753,378,"10,000,000 - 20,000,000",2423,0,151,0,9.99,9,English,"Action, Indie, Racing","Runner, Procedural Generation, Racing, Perma Death, Driving, Tutorial, Difficult, Survival, Arcade, 3D, VR, Atmospheric, Noir, Third Person, Relaxing, Post-apocalyptic, Surreal, Level Editor, First-Person, Action"
253230,A Hat in Time,Gears for Breakfast,Gears for Breakfast,39690,789,"10,000,000 - 20,000,000",769,237,392,237,9.99,353,"English, German, Korean, French, Simplified Chinese, Traditional Chinese, Italian, Japanese, Portuguese, Portuguese - Brazil, Spanish - Latin America","Adventure, Indie","Cute, 3D Platformer, Collectathon, Great Soundtrack, Female Protagonist, Adventure, Indie, Platformer, Funny, Exploration, Colorful, Third Person, Singleplayer, Open World, Co-op, Comedy, Moddable, Family Friendly, Action, Kickstarter"
253250,Stonehearth,Radiant Entertainment,(none),8172,2542,"10,000,000 - 20,000,000",2386,0,1151,0,9.99,172,English,"Indie, Simulation, Strategy","Colony Sim, City Builder, Building, Sandbox, Strategy, Survival, Simulation, Crafting, Voxel, Early Access, Indie, Singleplayer, Open World, RPG, Multiplayer, Management, Fantasy, Cute, Adventure, God Game"
253430,CastleMiner Z,DigitalDNA Games LLC,DigitalDNA Games LLC,6963,1969,"10,000,000 - 20,000,000",283,0,209,0,9.99,26,"English, Italian, German, Japanese, Portuguese, Russian","Action, Adventure, Indie","Open World Survival Craft, Survival, Zombies, Multiplayer, Action, Sandbox, Adventure, Open World, Indie, Crafting, Co-op, FPS, Shooter, Dragons, First-Person, Walking Simulator, Online Co-Op, Survival Horror, PvP, Horror"
253710,theHunter Classic,"Expansive Worlds, Avalanche Studios","Expansive Worlds, Avalanche Studios",19257,16818,"10,000,000 - 20,000,000",596,659,49,659,9.99,1104,"English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Hungarian, Norwegian, Polish, Portuguese, Portuguese - Brazil, Russian, Swedish, Turkish","Action, Adventure, Free to Play, Simulation, Sports","Free to Play, Hunting, Multiplayer, Open World, Simulation, Shooter, Co-op, First-Person, Survival, Realistic, Online Co-Op, Adventure, FPS, Sports, Singleplayer, Action, Stealth, Strategy, Massively Multiplayer, Casual"
253900,Knights and Merchants,Topware Interactive,Topware Interactive,3257,629,"10,000,000 - 20,000,000",274,0,242,0,9.99,110,"English, French, German, Spanish - Spain, Dutch, Hungarian, Polish, Russian, Czech","Simulation, Strategy","Strategy, Colony Sim, Medieval, City Builder, RTS, Simulation, Classic, Singleplayer, Historical, Multiplayer, Old School, Cult Classic, Resource Management, Great Soundtrack, Management, Difficult, 2D, Economy, Top-Down, Action"
253920,Gorky 17,,Topware Interactive ACE,1367,370,"10,000,000 - 20,000,000",369,0,324,0,9.99,42,"English, French, German, Spanish - Spain, Polish, Russian",,"RPG, Strategy, Turn-Based, Classic, Horror, Post-apocalyptic, Singleplayer, Turn-Based Strategy, Isometric, Tactical, Sci-fi, Atmospheric, Tactical RPG, Turn-Based Tactics"
